Покупатель,Тикер покупателя,Объект сделки,Дата объявления сделки,Время объявления сделки,Дата закрытия сделки,Время закрытия сделки,Статус сделки,"Цена сделки, млн USD","Доля участия, %",Вид сделки,Тип сделки,Направление интеграции,Тип национальности,Дата завершения,Дата переговоров,Дата оформления,Дата актуализации,Дата создания,Отрасль объекта,Регион объекта,Отрасль покупателя,Регион покупателя,Капитализация покупателя на момент сделки,Опыт покупателя в M&A,Диверсификация выручки,Развитие основного бизнеса,Снижение себестоимости основного бизнеса,Покупка клиентской базы,Источник информации,audit_row_status,audit_skip_reason,audit_notes,audit_exception,audit_resolved_flag,audit_resolved_ticker,audit_resolved_name,audit_resolved_class_code,audit_resolved_uid,audit_resolved_figi,audit_rate_limit_hits,audit_first_press_release_date_parsed,audit_first_press_release_time_parsed,audit_cbonds_actualization_date_parsed,audit_cbonds_create_date_parsed,audit_is_off_market_release,audit_release_anchor_trade_date,audit_release_anchor_timestamp_msk,audit_release_anchor_reason,audit_python_version,audit_run_ts,audit_deal_close_date_parsed,source_row_excel,buyer_company_std,buyer_company_norm,buyer_ticker_std,buyer_ticker_norm,deal_object_std,deal_object_norm,announcement_date_std,completion_date_std,actualization_date_std,creation_date_std,announcement_time_std,completion_time_std,deal_value_usd_mn_std,stake_pct_std,deal_status_clean,deal_kind_clean,deal_type_clean,integration_direction_clean,is_off_market_release,CAR_ANN_INTRADAY_15M,CAR_ANN_INTRADAY_30M,CAR_ANN_INTRADAY_M60_P180,CAR_ANN_INTRADAY_1H,CAR_ANN_INTRADAY_3H,CAR_ANN_INTRADAY_FULL,CAR_ANN_INTRADAY_TO_CLOSE,CAR_ANN_NEXT_OPEN_1H,CAR_ANN_NEXT_DAY,CAR_INTRADAY_PRE_4_0,CAR_INTRADAY_PRE_4_0_prevday,ratio_1h_vs_day,CAR_CLOSE_INTRADAY_15M,CAR_CLOSE_INTRADAY_30M,CAR_CLOSE_INTRADAY_M60_P180,CAR_CLOSE_INTRADAY_1H,CAR_CLOSE_INTRADAY_3H,CAR_CLOSE_INTRADAY_FULL,CAR_CLOSE_INTRADAY_TO_CLOSE,CAR_CLOSE_NEXT_OPEN_1H,CAR_CLOSE_NEXT_DAY,CAR_ANN_1_1,CAR_ANN_3_3,CAR_ANN_5_5,CAR_ANN_10_10,BHAR_ANN_60,BHAR_ANN_120,BHAR_ANN_250,ANN_MODEL_TYPE,ANN_ESTIMATION_OBS,ANN_ROE,ANN_ROA,ANN_P_B,ANN_P_E,ANN_TOTAL_ASSETS,ANN_MARKET_CAP,ANN_LIQUIDITY_60D,ANN_VOLATILITY_60D,Volume_bln_avg_pre,CAR_CLOSE_1_1,CAR_CLOSE_3_3,CAR_CLOSE_5_5,CAR_CLOSE_10_10,BHAR_CLOSE_60,BHAR_CLOSE_120,BHAR_CLOSE_250,CLOSE_MODEL_TYPE,CLOSE_ESTIMATION_OBS,CLOSE_PANEL_ROLE,CLOSE_EVENT_TRADE_DATE,CLOSE_ROE,CLOSE_ROA,CLOSE_P_B,CLOSE_P_E,CLOSE_TOTAL_ASSETS,CLOSE_MARKET_CAP,CLOSE_LIQUIDITY_60D,CLOSE_VOLATILITY_60D,DAYS_CREATE_TO_ANNOUNCEMENT,DIFF_CAR_ANN_MINUS_CREATE_1_1,RUNUP_PRE_30_5,CAR_PRE_ANNOUNCEMENT,CAR_ACT_1_1,CAR_ACT_3_3,CAR_ACT_5_5,CAR_ACT_10_10,BHAR_ACT_60,BHAR_ACT_120,BHAR_ACT_250,ACT_MODEL_TYPE,ACT_ESTIMATION_OBS,ACT_ROE,ACT_ROA,ACT_P_B,ACT_P_E,ACT_TOTAL_ASSETS,ACT_MARKET_CAP,ACT_LIQUIDITY_60D,ACT_VOLATILITY_60D,CAR_CREATE_1_1,CAR_CREATE_3_3,CAR_CREATE_5_5,CAR_CREATE_10_10,BHAR_CREATE_60,BHAR_CREATE_120,BHAR_CREATE_250,CREATE_MODEL_TYPE,CREATE_ESTIMATION_OBS,CREATE_ROE,CREATE_ROA,CREATE_P_B,CREATE_P_E,CREATE_TOTAL_ASSETS,CREATE_MARKET_CAP,CREATE_LIQUIDITY_60D,CREATE_VOLATILITY_60D,deal_type
Сбер (Сбербанк),SBER,Movika,08.06.2021,,02.04.2021,15:18,Завершена,,"57,92%",Покупка,Рыночная,Вертикальная,Внутренняя,4.2021,,3.2021,23.04.2021,08.06.2021,Телекоммуникации,Россия,Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",3.690788,,3.631472,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2021-06-08,,2021-04-23,2021-06-08,0.0,2021-06-08,2021-06-08T09:45:00+03:00,time_missing_same_day_open,3.12.9,2026-03-29T18:04:43.068712+03:00,2021-04-02,59,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,Movika,movika,2021-06-08,2021-04-02,2021-04-23,2021-06-08,,15:18,,57.92,Завершена,Покупка,Рыночная,Вертикальная,0,-0.000406533916141,0.0002336781725555,-0.0086737102283408,-6.593471339231931e-05,-0.0086737102283408,-0.0363245263081308,-0.0188167234668946,-0.0038158175523822,-0.0175078028412362,,,0.3504048593174151,,,,,,,,,,0.016236999594128,-0.0025318378688127,0.0091784184435576,0.0326967796944971,,,,mean_adjusted,0.0,16.1,2.3,1.343528667988107,8.894900849858358,36016.0,6778.10213,15.515150252027915,0.2269802511451319,13.399412966725,-0.0049661494950478,-0.0363580261102897,-0.0171711842758772,0.0212803993056867,,,,mean_adjusted,0.0,announcement_daily,2021-04-02,16.1,2.3,1.248237787908821,8.26402266288952,36016.0,6297.359640000001,18.814874684181667,0.2539590116431318,0,0.0,0.0635931481313588,0.0742902366588267,-0.0049661494950478,-0.0363580261102897,-0.0171711842758772,0.0212803993056867,,,,mean_adjusted,0.0,16.1,2.3,1.248237787908821,8.26402266288952,36016.0,6297.359640000001,18.814874684181667,0.2539590116431318,0.016236999594128,-0.0025318378688127,0.0091784184435576,0.0326967796944971,,,,mean_adjusted,0.0,16.1,2.3,1.343528667988107,8.894900849858358,36016.0,6778.10213,15.515150252027915,0.2269802511451319,Рыночная
Яндекс,YDEX,еКредит,09.04.2021,12:27,18.05.2021,,Завершена,,"25,00%",Участие,Рыночная,Вертикальная,Внутренняя,4.2021,,,09.04.2021,08.06.2021,Финансы / Инвестиции / Страхование / Консалтинг,Россия,Телекоммуникации,Россия,,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=release_in_market,,1,YDEX,Яндекс,TQBR,7de75794-a27f-4d81-a39b-492345813822,TCS00A107T19,0,2021-04-09,12:27,2021-04-09,2021-06-08,0.0,2021-04-09,2021-04-09T12:15:00+03:00,release_in_market,3.12.9,2026-03-29T18:04:43.071805+03:00,2021-05-18,60,Яндекс,яндекс,YDEX,YDEX,еКредит,екредит,2021-04-09,2021-05-18,2021-04-09,2021-06-08,12:27,,,25.0,Завершена,Участие,Рыночная,Вертикальная,0,0.0015039459169792,0.0008540995544017,-0.0058123550215318,-0.0026299393654299,-0.0058471077694603,-0.012744121810041,-0.0180649539319149,0.0071983240090884,0.0058954241883794,,,14.109460421690626,,,,,,,,,,-0.0054367579139763,-0.0485767319425608,-0.0434819724518796,-0.0271086314076333,,,,mean_adjusted,0.0,6.3,4.0,9.47,86.57091561938958,324.8,1764.852,4.605037692722917,0.2953067944878584,4.504337054706249,0.0098945683184514,0.0320023477538533,0.0363259570935936,-0.0072661102447879,,,,mean_adjusted,0.0,actualization_daily,2021-05-18,6.3,4.0,9.47,85.9245960502693,324.8,1751.676,4.934764306670833,0.3301001558853056,-60,-0.0251112757537979,0.0133644777552801,0.0037482131513554,0.0098945683184514,0.0320023477538533,0.0363259570935936,-0.0072661102447879,,,,mean_adjusted,0.0,6.3,4.0,9.47,85.9245960502693,324.8,1751.676,4.934764306670833,0.3301001558853056,0.0196745178398215,0.0160981826594625,0.0096762414914171,0.0239489925871982,,,,mean_adjusted,0.0,6.3,4.0,9.47,87.80071813285457,324.8,1789.923,4.387114621424999,0.30468976628888,Рыночная
Яндекс,YDEX,Чаевые просто,27.04.2021,,27.04.2021,21:24,Завершена,"1,00—5,00","100,00%",Полное приобретение,Рыночная,Вертикальная,Внутренняя,4.2021,,,27.04.2021,27.04.2021,Телекоммуникации,Россия,Телекоммуникации,Россия,,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,YDEX,Яндекс,TQBR,7de75794-a27f-4d81-a39b-492345813822,TCS00A107T19,0,2021-04-27,,2021-04-27,2021-04-27,0.0,2021-04-27,2021-04-27T09:45:00+03:00,time_missing_same_day_open,3.12.9,2026-03-29T18:04:43.073899+03:00,2021-04-27,61,Яндекс,яндекс,YDEX,YDEX,Чаевые просто,чаевые просто,2021-04-27,2021-04-27,2021-04-27,2021-04-27,,21:24,,100.0,Завершена,Полное приобретение,Рыночная,Вертикальная,0,-0.0005071068088826,0.0035534515617545,0.0027488750661371,0.0028564409194363,0.0027488750661371,-0.0282346348316411,-0.021391724667439,-0.0043531243758133,-0.0068429101642021,,,-13.353018346315288,,,,,,,,,,0.0570824453224483,0.0685608796820361,0.0509218039352048,-0.0425618936873104,,,,mean_adjusted,0.0,6.3,4.0,9.47,84.95511669658886,324.8,1731.912,4.907680921525,0.3276415703138859,4.6617247512,0.0570824453224483,0.0685608796820361,0.0509218039352048,-0.0425618936873104,,,,mean_adjusted,0.0,announcement_daily,2021-04-27,6.3,4.0,9.47,84.95511669658886,324.8,1731.912,4.907680921525,0.3276415703138859,0,0.0,-0.0643965649398135,-0.0609076737954001,0.0570824453224483,0.0685608796820361,0.0509218039352048,-0.0425618936873104,,,,mean_adjusted,0.0,6.3,4.0,9.47,84.95511669658886,324.8,1731.912,4.907680921525,0.3276415703138859,0.0570824453224483,0.0685608796820361,0.0509218039352048,-0.0425618936873104,,,,mean_adjusted,0.0,6.3,4.0,9.47,84.95511669658886,324.8,1731.912,4.907680921525,0.3276415703138859,Рыночная
ПАО Совкомбанк,SVCB,Банк Восточный (Восточный экспресс банк),26.03.2021,,12.04.2021,04:37,Завершена,"111,90","88,00%",Поглощение,Рыночная,Горизонтальная,Внутренняя,4.2021,,3.2021,08.04.2021,26.03.2021,Финансы / Инвестиции / Страхование / Консалтинг,Россия,Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,SVCB,Совкомбанк,TQBR,1fbecbbc-ef32-448c-b4fe-b0037795ba01,TCS00A0ZZAC4,0,2021-03-26,,2021-04-08,2021-03-26,0.0,,,no_trade_days_near_release,3.12.9,2026-03-29T18:04:43.075873+03:00,2021-04-12,62,ПАО Совкомбанк,пао совкомбанк,SVCB,SVCB,Банк Восточный (Восточный экспресс банк),банк восточный восточный экспресс банк,2021-03-26,2021-04-12,2021-04-08,2021-03-26,,04:37,111.9,88.0,Завершена,Поглощение,Рыночная,Горизонтальная,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Рыночная
ПАО Совкомбанк,SVCB,СПБ Биржа (Санкт-Петербургская биржа),23.03.2020,10:46,19.04.2021,,Завершена,,"12,93%",Участие,Рыночная,Параллельная,Внутренняя,4.2021,,,16.04.2021,08.06.2021,Финансы / Инвестиции / Страхование / Консалтинг,Россия (СЗФО),Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,SVCB,Совкомбанк,TQBR,1fbecbbc-ef32-448c-b4fe-b0037795ba01,TCS00A0ZZAC4,0,2020-03-23,10:46,2021-04-16,2021-06-08,0.0,,,no_trade_days_near_release,3.12.9,2026-03-29T18:04:43.076597+03:00,2021-04-19,63,ПАО Совкомбанк,пао совкомбанк,SVCB,SVCB,СПБ Биржа (Санкт-Петербургская биржа),спб биржа санкт петербургская биржа,2020-03-23,2021-04-19,2021-04-16,2021-06-08,10:46,,,12.93,Завершена,Участие,Рыночная,Параллельная,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Рыночная
Т-банк (Тинькофф),T,Кошелек / CardsMobile (ООО Бесконтакт),29.04.2021,,29.04.2021,15:27,Завершена,,"51,00%",Покупка,Рыночная,Вертикальная,Внутренняя,4.2021,,,29.04.2021,29.04.2021,Телекоммуникации,Россия,Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,T,Т-Технологии,TQBR,87db07bc-0e02-4e29-90bb-05e8ef791d7b,TCS80A107UL4,0,2021-04-29,,2021-04-29,2021-04-29,0.0,2021-04-29,2021-04-29T09:45:00+03:00,time_missing_same_day_open,3.12.9,2026-03-29T18:04:43.078634+03:00,2021-04-29,64,Т-банк (Тинькофф),т банк тинькофф,T,T,Кошелек / CardsMobile (ООО Бесконтакт),кошелек cardsmobile ооо бесконтакт,2021-04-29,2021-04-29,2021-04-29,2021-04-29,,15:27,,51.0,Завершена,Покупка,Рыночная,Вертикальная,0,0.0009365554796368,0.0047666139664871,-0.0132974798716892,-0.0010797194427314,-0.0132974798716892,0.0173697006547164,-0.0058801943115028,-0.0094925124634031,0.0232498949662193,,,18.361968763843816,,,,,,,,,,-0.02755648838793,-0.005986744141837,0.0654550466238066,0.0610645485744856,,,,mean_adjusted,0.0,40.6,6.4,6.761448661417324,19.42560865644725,859.3,858.7039800000001,2.3499508393249995,0.4862429113205824,1.361478718645,-0.02755648838793,-0.005986744141837,0.0654550466238066,0.0610645485744856,,,,mean_adjusted,0.0,announcement_daily,2021-04-29,40.6,6.4,6.761448661417324,19.42560865644725,859.3,858.7039800000001,2.3499508393249995,0.4862429113205824,0,0.0,0.0067853078388272,0.0029688040938801,-0.02755648838793,-0.005986744141837,0.0654550466238066,0.0610645485744856,,,,mean_adjusted,0.0,40.6,6.4,6.761448661417324,19.42560865644725,859.3,858.7039800000001,2.3499508393249995,0.4862429113205824,-0.02755648838793,-0.005986744141837,0.0654550466238066,0.0610645485744856,,,,mean_adjusted,0.0,40.6,6.4,6.761448661417324,19.42560865644725,859.3,858.7039800000001,2.3499508393249995,0.4862429113205824,Рыночная
Сбер (Сбербанк),SBER,АО Электрозавод,28.12.2020,22:44,20.02.2021,09:02,Завершена,"64,50","22,48%",Консолидация,Рыночная,Круговая,Внутренняя,3.2021,,,02.03.2021,11.05.2021,Машиностроение,Россия,Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",3.482375,,4.014507,,,,,ready,,resolved=raw_ticker_exact; release_anchor=release_in_market,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2020-12-28,22:44,2021-03-02,2021-05-11,0.0,2020-12-28,2020-12-28T22:30:00+03:00,release_in_market,3.12.9,2026-03-29T18:04:43.084828+03:00,2021-02-20,65,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,АО Электрозавод,ао электрозавод,2020-12-28,2021-02-20,2021-03-02,2021-05-11,22:44,09:02,64.5,22.48,Завершена,Консолидация,Рыночная,Круговая,0,0.0001032200883013,-0.0003761977757411,-0.0006099271660177,0.0004977928722078,0.0006039455622826,-0.0050498775689105,0.0006039455622826,5.977183759375837e-05,-0.0167265973964143,,,4.263122516953226,,,,,,,,,,0.0134826379496986,0.0491011655291606,0.014475312748205,0.0049951182562241,,,,mean_adjusted,0.0,14.8,1.4,2.931343613861386,20.47014925373134,25200.0,5921.314100000001,21.060505908600412,0.353828896038715,22.73519071670875,0.0242698717579685,0.014975596035089,0.0392962873861331,0.0497749191323136,,,,mean_adjusted,0.0,actualization_daily,2021-02-20,14.8,1.4,2.890841272277228,20.18731343283582,25200.0,5839.49937,20.464290894327917,0.2622833801727408,-134,0.059602621647986,0.0851352451125805,0.1262220798001919,0.0242698717579685,0.014975596035089,0.0392962873861331,0.0497749191323136,,,,mean_adjusted,0.0,14.8,1.4,2.890841272277228,20.18731343283582,25200.0,5839.49937,20.464290894327917,0.2622833801727408,-0.0461199836982874,-0.0088400841913709,0.0257545796286945,0.0492820232041548,,,,mean_adjusted,0.0,16.1,2.3,1.310024959365709,8.673087818696885,36016.0,6609.075920000001,16.757407626134164,0.2166879839914238,Рыночная
Альфа-банк,ACBR,нетмонет,15.02.2021,,09.03.2021,13:05,Завершена,,"100,00%",Полное приобретение,Рыночная,Вертикальная,Внутренняя,3.2021,,,11.03.2021,06.04.2021,Финансы / Инвестиции / Страхование / Консалтинг,Россия,Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,unresolved,unresolved,resolve_method=none; reason=unresolved,,0,ACBR,,,,,0,2021-02-15,,2021-03-11,2021-04-06,,,,,3.12.9,2026-03-29T18:04:43.087931+03:00,2021-03-09,66,Альфа-банк,альфа банк,ACBR,ACBR,нетмонет,нетмонет,2021-02-15,2021-03-09,2021-03-11,2021-04-06,,13:05,,100.0,Завершена,Полное приобретение,Рыночная,Вертикальная,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Рыночная
Сбер (Сбербанк),SBER,Еаптека,22.10.2020,19:33,10.02.2021,,Завершена,"77,20","45,00%",Влияние,Рыночная,Круговая,Внутренняя,2.2021,,10.202,11.02.2021,22.11.2020,Химия / Фармацевтика,Россия,Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",3.653301,,3.584771,,,,,ready,,resolved=raw_ticker_exact; release_anchor=release_in_market,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2020-10-22,19:33,2021-02-11,2020-11-22,0.0,2020-10-22,2020-10-22T19:30:00+03:00,release_in_market,3.12.9,2026-03-29T18:04:43.088606+03:00,2021-02-10,67,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,Еаптека,еаптека,2020-10-22,2021-02-10,2021-02-11,2020-11-22,19:33,,77.2,45.0,Завершена,Влияние,Рыночная,Круговая,0,-0.0002787260880301,0.0007315797085217,0.0055044886359956,-0.0003687083847,0.0014246524221286,0.0211988022551821,0.0022722142542041,0.0056283285788462,0.0198332873854584,,,-27.00141850338664,,,,,,,,,,0.0242686450683363,0.0335140129207359,-0.0146590137892242,0.0358577695079723,,,,mean_adjusted,0.0,22.2,3.1,1.008003952657436,5.347826086956522,29958.0,4513.8417,14.28172225412,0.2958222691080716,14.744116607974998,-0.0354693184914289,0.0076106836059174,0.0086035116871694,0.0079367279354897,,,,mean_adjusted,0.0,actualization_daily,2021-02-10,14.8,1.4,2.837621836633663,19.81567164179104,25200.0,5731.996109999999,20.98404199549083,0.2779977710035456,-31,-0.0047165781042154,-0.0608385264989356,-0.027851037195205,-0.0354693184914289,0.0076106836059174,0.0086035116871694,0.0079367279354897,,,,mean_adjusted,0.0,14.8,1.4,2.837621836633663,19.81567164179104,25200.0,5731.996109999999,20.98404199549083,0.2779977710035456,0.0289852231725518,0.0207281824144858,0.0418770526931078,0.2429872621912668,,,,mean_adjusted,0.0,14.8,1.4,2.552395584158416,17.82388059701492,25200.0,5155.83908,17.685798259860416,0.3289135378848908,Рыночная
Сбер (Сбербанк),SBER,Ё-инжиниринг,03.03.2021,,16.02.2021,15:09,Завершена,,"100,00%",Полное приобретение,Рыночная,Круговая,Внутренняя,2.2021,,,16.02.2021,03.03.2021,Машиностроение,Россия,Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",3.653301,,3.584771,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2021-03-03,,2021-02-16,2021-03-03,0.0,2021-03-03,2021-03-03T09:45:00+03:00,time_missing_same_day_open,3.12.9,2026-03-29T18:04:43.091001+03:00,2021-02-16,68,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,Ё-инжиниринг,е инжиниринг,2021-03-03,2021-02-16,2021-02-16,2021-03-03,,15:09,,100.0,Завершена,Полное приобретение,Рыночная,Круговая,0,-0.0004790715874851,-0.0030525698700357,-0.0025448492728777,-0.002480690606384,-0.0025448492728777,-0.079968910848525,-0.0393668822806689,-0.0043148198838565,-0.0406020285678561,,,6.301465756667614,,,,,,,,,,0.0202711971369435,0.0351907524593924,0.046263128591841,0.0469434648712454,,,,mean_adjusted,0.0,14.8,1.4,2.980288396039604,20.81194029850746,25200.0,6020.182559999999,19.39105679372708,0.2544599767453521,16.938637118975,0.0188532846246306,0.0222097011243944,-0.0055310122983089,0.0651728143745075,,,,mean_adjusted,0.0,announcement_daily,2021-02-16,14.8,1.4,2.898749381188119,20.24253731343283,25200.0,5855.47375,20.520496171479163,0.2689616001426509,0,0.0,-0.0237713378305831,0.0111704956776733,0.0188532846246306,0.0222097011243944,-0.0055310122983089,0.0651728143745075,,,,mean_adjusted,0.0,14.8,1.4,2.898749381188119,20.24253731343283,25200.0,5855.47375,20.520496171479163,0.2689616001426509,0.0202711971369435,0.0351907524593924,0.046263128591841,0.0469434648712454,,,,mean_adjusted,0.0,14.8,1.4,2.980288396039604,20.81194029850746,25200.0,6020.182559999999,19.39105679372708,0.2544599767453521,Рыночная
Wildberries,,Банк Стандарт-Кредит,11.12.2020,00:20,12.02.2021,12:21,Завершена,"4,90","100,00%",Полное приобретение,Рыночная,Вертикальная,Внутренняя,2.2021,12.202,,12.02.2021,13.01.2021,Финансы / Инвестиции / Страхование / Консалтинг,Россия,Услуги / торговля,Россия,,,,,,,,unresolved,unresolved,resolve_method=none; reason=unresolved,,0,,,,,,0,2020-12-11,00:20,2021-02-12,2021-01-13,,,,,3.12.9,2026-03-29T18:04:43.094470+03:00,2021-02-12,69,Wildberries,wildberries,,,Банк Стандарт-Кредит,банк стандарт кредит,2020-12-11,2021-02-12,2021-02-12,2021-01-13,00:20,12:21,4.9,100.0,Завершена,Полное приобретение,Рыночная,Вертикальная,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Рыночная
ПАО Совкомбанк,SVCB,Страхования компания МетЛайф,02.12.2020,13:38,19.01.2021,,Завершена,"52,40","100,00%",Полное приобретение,Рыночная,Параллельная,Внутренняя,1.2021,,12.202,04.01.2021,04.12.2020,Финансы / Инвестиции / Страхование / Консалтинг,Россия,Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,SVCB,Совкомбанк,TQBR,1fbecbbc-ef32-448c-b4fe-b0037795ba01,TCS00A0ZZAC4,0,2020-12-02,13:38,2021-01-04,2020-12-04,0.0,,,no_trade_days_near_release,3.12.9,2026-03-29T18:04:43.096349+03:00,2021-01-19,70,ПАО Совкомбанк,пао совкомбанк,SVCB,SVCB,Страхования компания МетЛайф,страхования компания метлайф,2020-12-02,2021-01-19,2021-01-04,2020-12-04,13:38,,52.4,100.0,Завершена,Полное приобретение,Рыночная,Параллельная,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Рыночная
Сбер (Сбербанк),SBER,Ситилинк,11.01.2021,11:59,05.05.2021,,Переговоры,"1 000,00","100,00%",Полное приобретение,Рыночная,Круговая,Внутренняя,,12.202,,11.01.2021,12.01.2021,Услуги / торговля,Россия,Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",2.535438,,3.878058,,,,,ready,,resolved=raw_ticker_exact; release_anchor=release_in_market,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2021-01-11,11:59,2021-01-11,2021-01-12,0.0,2021-01-11,2021-01-11T11:45:00+03:00,release_in_market,3.12.9,2026-03-29T18:04:43.098874+03:00,2021-05-05,71,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,Ситилинк,ситилинк,2021-01-11,2021-05-05,2021-01-11,2021-01-12,11:59,,1000.0,100.0,Переговоры,Полное приобретение,Рыночная,Круговая,0,0.0068156639090952,0.0058962803298438,0.0183894411327654,-0.0021309577220172,-0.0064585885948637,-0.040925700763533,-0.0250379474730523,0.0103992480512841,-0.0336347032080046,,,29.227245048264283,,,,,,,,,,0.0495559215917211,0.0303778379842178,0.0311170052451245,0.0110952327328198,,,,mean_adjusted,0.0,14.8,1.4,3.086834133663366,21.55597014925373,25200.0,6235.40495,20.929786710415,0.2973360604696828,18.56288886195125,0.0497187234622484,0.0703988767311708,0.0296408297662023,0.0323068920224016,,,,mean_adjusted,0.0,actualization_daily,2021-05-05,16.1,2.3,1.308698503468781,8.664305949008499,36016.0,6602.38395,16.715623926790833,0.2188471250238565,-1,0.0435464373577124,0.1020890455602837,0.1423461952679978,0.0497187234622484,0.0703988767311708,0.0296408297662023,0.0323068920224016,,,,mean_adjusted,0.0,16.1,2.3,1.308698503468781,8.664305949008499,36016.0,6602.38395,16.715623926790833,0.2188471250238565,0.0060094842340087,0.0120346552066747,0.0233909584854367,0.0002312265964204,,,,mean_adjusted,0.0,14.8,1.4,3.082559480198019,21.52611940298507,25200.0,6226.770149999999,21.307500179958332,0.2992211830014716,Рыночная
