Покупатель,Тикер покупателя,Объект сделки,Дата объявления сделки,Время объявления сделки,Дата закрытия сделки,Время закрытия сделки,Статус сделки,"Цена сделки, млн USD","Доля участия, %",Вид сделки,Тип сделки,Направление интеграции,Тип национальности,Дата завершения,Дата переговоров,Дата оформления,Дата актуализации,Дата создания,Отрасль объекта,Регион объекта,Отрасль покупателя,Регион покупателя,Капитализация покупателя на момент сделки,Опыт покупателя в M&A,Диверсификация выручки,Развитие основного бизнеса,Снижение себестоимости основного бизнеса,Покупка клиентской базы,Источник информации,audit_row_status,audit_skip_reason,audit_notes,audit_exception,audit_resolved_flag,audit_resolved_ticker,audit_resolved_name,audit_resolved_class_code,audit_resolved_uid,audit_resolved_figi,audit_rate_limit_hits,audit_first_press_release_date_parsed,audit_first_press_release_time_parsed,audit_cbonds_actualization_date_parsed,audit_cbonds_create_date_parsed,audit_is_off_market_release,audit_release_anchor_trade_date,audit_release_anchor_timestamp_msk,audit_release_anchor_reason,audit_python_version,audit_run_ts,audit_deal_close_date_parsed,source_row_excel,buyer_company_std,buyer_company_norm,buyer_ticker_std,buyer_ticker_norm,deal_object_std,deal_object_norm,announcement_date_std,completion_date_std,actualization_date_std,creation_date_std,announcement_time_std,completion_time_std,deal_value_usd_mn_std,stake_pct_std,deal_status_clean,deal_kind_clean,deal_type_clean,integration_direction_clean,is_off_market_release,CAR_ANN_INTRADAY_15M,CAR_ANN_INTRADAY_30M,CAR_ANN_INTRADAY_M60_P180,CAR_ANN_INTRADAY_1H,CAR_ANN_INTRADAY_3H,CAR_ANN_INTRADAY_FULL,CAR_ANN_INTRADAY_TO_CLOSE,CAR_ANN_NEXT_OPEN_1H,CAR_ANN_NEXT_DAY,CAR_INTRADAY_PRE_4_0,CAR_INTRADAY_PRE_4_0_prevday,ratio_1h_vs_day,CAR_CLOSE_INTRADAY_15M,CAR_CLOSE_INTRADAY_30M,CAR_CLOSE_INTRADAY_M60_P180,CAR_CLOSE_INTRADAY_1H,CAR_CLOSE_INTRADAY_3H,CAR_CLOSE_INTRADAY_FULL,CAR_CLOSE_INTRADAY_TO_CLOSE,CAR_CLOSE_NEXT_OPEN_1H,CAR_CLOSE_NEXT_DAY,CAR_ANN_1_1,CAR_ANN_3_3,CAR_ANN_5_5,CAR_ANN_10_10,BHAR_ANN_60,BHAR_ANN_120,BHAR_ANN_250,ANN_MODEL_TYPE,ANN_ESTIMATION_OBS,ANN_ROE,ANN_ROA,ANN_P_B,ANN_P_E,ANN_TOTAL_ASSETS,ANN_MARKET_CAP,ANN_LIQUIDITY_60D,ANN_VOLATILITY_60D,Volume_bln_avg_pre,CAR_CLOSE_1_1,CAR_CLOSE_3_3,CAR_CLOSE_5_5,CAR_CLOSE_10_10,BHAR_CLOSE_60,BHAR_CLOSE_120,BHAR_CLOSE_250,CLOSE_MODEL_TYPE,CLOSE_ESTIMATION_OBS,CLOSE_PANEL_ROLE,CLOSE_EVENT_TRADE_DATE,CLOSE_ROE,CLOSE_ROA,CLOSE_P_B,CLOSE_P_E,CLOSE_TOTAL_ASSETS,CLOSE_MARKET_CAP,CLOSE_LIQUIDITY_60D,CLOSE_VOLATILITY_60D,DAYS_CREATE_TO_ANNOUNCEMENT,DIFF_CAR_ANN_MINUS_CREATE_1_1,RUNUP_PRE_30_5,CAR_PRE_ANNOUNCEMENT,CAR_ACT_1_1,CAR_ACT_3_3,CAR_ACT_5_5,CAR_ACT_10_10,BHAR_ACT_60,BHAR_ACT_120,BHAR_ACT_250,ACT_MODEL_TYPE,ACT_ESTIMATION_OBS,ACT_ROE,ACT_ROA,ACT_P_B,ACT_P_E,ACT_TOTAL_ASSETS,ACT_MARKET_CAP,ACT_LIQUIDITY_60D,ACT_VOLATILITY_60D,CAR_CREATE_1_1,CAR_CREATE_3_3,CAR_CREATE_5_5,CAR_CREATE_10_10,BHAR_CREATE_60,BHAR_CREATE_120,BHAR_CREATE_250,CREATE_MODEL_TYPE,CREATE_ESTIMATION_OBS,CREATE_ROE,CREATE_ROA,CREATE_P_B,CREATE_P_E,CREATE_TOTAL_ASSETS,CREATE_MARKET_CAP,CREATE_LIQUIDITY_60D,CREATE_VOLATILITY_60D,deal_type
Сбер (Сбербанк),SBER,Гатчинский комбикормовый завод (ГКЗ),18.01.2018,00:00,19.01.2018,17:37,Оформление,"7,52—32,24","77,00%",Поглощение,Рыночная,Круговая,Внутренняя,,,1.2018,28.01.2018,28.01.2018,Пищевая промышленность,Россия (СЗФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",3.774414,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_intraday_on_release_day,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2018-01-18,00:00,2018-01-28,2018-01-28,0.0,,,no_intraday_on_release_day,3.12.9,2026-03-29T18:04:43.208277+03:00,2018-01-19,112,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,Гатчинский комбикормовый завод (ГКЗ),гатчинский комбикормовый завод гкз,2018-01-18,2018-01-19,2018-01-28,2018-01-28,00:00,17:37,,77.0,Оформление,Поглощение,Рыночная,Круговая,0,,,,,,,,,,,,,,,,,,,,,,0.0120119314246111,0.0279783771853078,0.053334602482979,0.1286779378878119,,,,mean_adjusted,0.0,,,,,,,9.353253638647082,0.2650920319673954,6.887054385047501,0.0176126298531572,0.0361585424347395,0.0335964377029853,0.0765833079574495,,,,mean_adjusted,0.0,announcement_daily,2018-01-19,,,,,,,9.531068575560832,0.2681910663067163,-10,-0.0167782059554851,0.0691528212751663,0.0726080463467331,0.0176126298531572,0.0361585424347395,0.0335964377029853,0.0765833079574495,,,,mean_adjusted,0.0,,,,,,,9.531068575560832,0.2681910663067163,0.0287901373800962,0.0752353500274597,0.0543983106607287,0.0725443452707983,,,,mean_adjusted,0.0,,,,,,,9.793890555700417,0.2710486501990145,Рыночная
ПАО Совкомбанк,SVCB,Росевробанк,17.10.2017,,30.01.2018,20:36,Завершена,"64,00","11,00%",Консолидация,Рыночная,Горизонтальная,Внутренняя,1.2018,11.2017,11.2017,30.01.2018,17.10.2017,Финансы / Инвестиции / Страхование / Консалтинг,Россия,Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,SVCB,Совкомбанк,TQBR,1fbecbbc-ef32-448c-b4fe-b0037795ba01,TCS00A0ZZAC4,0,2017-10-17,,2018-01-30,2017-10-17,0.0,,,no_trade_days_near_release,3.12.9,2026-03-29T18:04:43.212882+03:00,2018-01-30,113,ПАО Совкомбанк,пао совкомбанк,SVCB,SVCB,Росевробанк,росевробанк,2017-10-17,2018-01-30,2018-01-30,2017-10-17,,20:36,64.0,11.0,Завершена,Консолидация,Рыночная,Горизонтальная,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Рыночная
Т-банк (Тинькофф),T,CloudPayments,13.10.2017,,12.10.2017,22:30,Завершена,"5,09","55,00%",Покупка,Рыночная,Вертикальная,Внутренняя,10.2017,,,11.10.2017,13.10.2017,Телекоммуникации,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,T,Т-Технологии,TQBR,87db07bc-0e02-4e29-90bb-05e8ef791d7b,TCS80A107UL4,0,2017-10-13,,2017-10-11,2017-10-13,0.0,,,no_trade_days_near_release,3.12.9,2026-03-29T18:04:43.215867+03:00,2017-10-12,114,Т-банк (Тинькофф),т банк тинькофф,T,T,CloudPayments,cloudpayments,2017-10-13,2017-10-12,2017-10-11,2017-10-13,,22:30,5.09,55.0,Завершена,Покупка,Рыночная,Вертикальная,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Рыночная
Сбер (Сбербанк),SBER,Мособлкомплекс / Складской комплекс в Лобне Московской области,27.09.2017,,04.09.2017,12:24,Оформление,,"100,00%",Полное приобретение,Рыночная,Круговая,Внутренняя,,,9.2017,29.09.2017,27.09.2017,Услуги / торговля,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",2.769138,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2017-09-27,,2017-09-29,2017-09-27,0.0,2017-09-27,2017-09-27T10:00:00+03:00,time_missing_same_day_open,3.12.9,2026-03-29T18:04:43.218496+03:00,2017-09-04,115,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,Мособлкомплекс / Складской комплекс в Лобне Московской области,мособлкомплекс складской комплекс в лобне московской области,2017-09-27,2017-09-04,2017-09-29,2017-09-27,,12:24,,100.0,Оформление,Полное приобретение,Рыночная,Круговая,0,,,,,,,,,,,,,,,,,,,,,,0.0040501269911176,0.0298299320311034,0.0384417041834393,0.0344409909876556,,,,mean_adjusted,0.0,,,,,,,8.263321110522499,0.1689954810583676,8.748984639437499,0.0034303986110466,0.0116027265376847,0.0543174512943673,0.104949717531801,,,,mean_adjusted,0.0,announcement_daily,2017-09-04,,,,,,,8.237976211402083,0.2015720041099195,0,0.0,0.0803772814700851,0.1126345154930803,0.0034303986110466,0.0116027265376847,0.0543174512943673,0.104949717531801,,,,mean_adjusted,0.0,,,,,,,8.237976211402083,0.2015720041099195,0.0040501269911176,0.0298299320311034,0.0384417041834393,0.0344409909876556,,,,mean_adjusted,0.0,,,,,,,8.263321110522499,0.1689954810583676,Рыночная
Сбер (Сбербанк),SBER,Poslovni Sistem Mercator d.d. (Mercator) (Словения),12.07.2017,,07.07.2017,18:14,Завершена,"46,26","18,53%",Участие,Рыночная,Круговая,Импортная,7.2017,,,12.07.2017,12.07.2017,Услуги / торговля,Словения,Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",2.708065,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2017-07-12,,2017-07-12,2017-07-12,0.0,2017-07-12,2017-07-12T10:00:00+03:00,time_missing_same_day_open,3.12.9,2026-03-29T18:04:43.221405+03:00,2017-07-07,116,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,Poslovni Sistem Mercator d.d. (Mercator) (Словения),poslovni sistem mercator d d mercator словения,2017-07-12,2017-07-07,2017-07-12,2017-07-12,,18:14,46.26,18.53,Завершена,Участие,Рыночная,Круговая,0,,,,,,,,,,,,,,,,,,,,,,0.0317750714526816,0.0752001912647446,0.0962511054850837,0.095083233817234,,,,mean_adjusted,0.0,,,,,,,7.67598778362375,0.2346841280275585,8.696959188256251,0.040034504396315,0.0874022079490793,0.1164400634120991,0.1181427357888886,,,,mean_adjusted,0.0,announcement_daily,2017-07-07,,,,,,,7.563540793877501,0.241200824649166,0,0.0,-0.0781737691355893,-0.025816684094113,0.040034504396315,0.0874022079490793,0.1164400634120991,0.1181427357888886,,,,mean_adjusted,0.0,,,,,,,7.563540793877501,0.241200824649166,0.0317750714526816,0.0752001912647446,0.0962511054850837,0.095083233817234,,,,mean_adjusted,0.0,,,,,,,7.67598778362375,0.2346841280275585,Рыночная
Сбер (Сбербанк),SBER,Синявинская птицефабрика,05.07.2017,,03.05.2017,13:57,Завершена,"59,09—88,64","89,53%",Поглощение,Рыночная,Круговая,Внутренняя,7.2017,,5.2017,11.04.2018,05.07.2017,Пищевая промышленность,Россия (СЗФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",2.708065,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2017-07-05,,2018-04-11,2017-07-05,0.0,2017-07-05,2017-07-05T10:00:00+03:00,time_missing_same_day_open,3.12.9,2026-03-29T18:04:43.223743+03:00,2017-05-03,117,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,Синявинская птицефабрика,синявинская птицефабрика,2017-07-05,2017-05-03,2018-04-11,2017-07-05,,13:57,,89.53,Завершена,Поглощение,Рыночная,Круговая,0,,,,,,,,,,,,,,,,,,,,,,0.0192665514003093,0.0755365688007329,0.090408281827781,0.1273665524767718,,,,mean_adjusted,0.0,,,,,,,7.628545586023334,0.2529475324310247,8.516588243776251,0.0019311625890083,0.0068405785951677,0.0501961199232623,0.0999802138536402,,,,mean_adjusted,0.0,announcement_daily,2017-05-03,,,,,,,7.425003496029585,0.2583975415674253,0,0.0,-0.1299142069165662,-0.1032176192630776,0.0019311625890083,0.0068405785951677,0.0501961199232623,0.0999802138536402,,,,mean_adjusted,0.0,,,,,,,7.425003496029585,0.2583975415674253,0.0192665514003093,0.0755365688007329,0.090408281827781,0.1273665524767718,,,,mean_adjusted,0.0,,,,,,,7.628545586023334,0.2529475324310247,Рыночная
Сбер (Сбербанк),SBER,Агрохолдинг Пулковский,09.06.2017,18:09,,,Оформление,"20,26—28,70","100,00%",Полное приобретение,Рыночная,Круговая,Внутренняя,,,6.2017,05.07.2017,05.07.2017,Пищевая промышленность,Россия (СЗФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",2.902696,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_intraday_on_release_day,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2017-06-09,18:09,2017-07-05,2017-07-05,0.0,,,no_intraday_on_release_day,3.12.9,2026-03-29T18:04:43.226058+03:00,,118,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,Агрохолдинг Пулковский,агрохолдинг пулковский,2017-06-09,,2017-07-05,2017-07-05,18:09,,,100.0,Оформление,Полное приобретение,Рыночная,Круговая,0,,,,,,,,,,,,,,,,,,,,,,-0.0176714064234098,-0.0778797891615766,-0.075399685341296,-0.1261816359477134,,,,mean_adjusted,0.0,,,,,,,7.065048867702084,0.2614458885774683,7.1474204859225,,,,,,,,,,,,,,,,,,,,-26,-0.0369379578237191,-0.0439454109419126,-0.0774477567937192,0.0192665514003093,0.0755365688007329,0.090408281827781,0.1273665524767718,,,,mean_adjusted,0.0,,,,,,,7.628545586023334,0.2529475324310247,0.0192665514003093,0.0755365688007329,0.090408281827781,0.1273665524767718,,,,mean_adjusted,0.0,,,,,,,7.628545586023334,0.2529475324310247,Рыночная
Сбер (Сбербанк),SBER,Волховский комбикормовый завод (ВККЗ),26.06.2017,11:59,,,Переговоры,"8,44—12,66","91,43%",Поглощение,Рыночная,Круговая,Внутренняя,,6.2017,,05.07.2017,05.07.2017,Пищевая промышленность,Россия (СЗФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",2.902696,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_intraday_on_release_day,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2017-06-26,11:59,2017-07-05,2017-07-05,0.0,,,no_intraday_on_release_day,3.12.9,2026-03-29T18:04:43.230833+03:00,,119,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,Волховский комбикормовый завод (ВККЗ),волховский комбикормовый завод вккз,2017-06-26,,2017-07-05,2017-07-05,11:59,,,91.43,Переговоры,Поглощение,Рыночная,Круговая,0,,,,,,,,,,,,,,,,,,,,,,0.0197301263082402,-0.0072649894590512,0.041406626340353,0.0342677163704293,,,,mean_adjusted,0.0,,,,,,,7.6794690143408335,0.2747342744065137,8.605750882667499,,,,,,,,,,,,,,,,,,,,-9,0.0004635749079309,-0.1413921372336838,-0.1475559662752048,0.0192665514003093,0.0755365688007329,0.090408281827781,0.1273665524767718,,,,mean_adjusted,0.0,,,,,,,7.628545586023334,0.2529475324310247,0.0192665514003093,0.0755365688007329,0.090408281827781,0.1273665524767718,,,,mean_adjusted,0.0,,,,,,,7.628545586023334,0.2529475324310247,Рыночная
Сбер (Сбербанк),SBER,Мебе-девелопмент,14.06.2017,17:33,,,Оформление,,"50,01%",Покупка,Рыночная,Круговая,Внутренняя,,,6.2017,19.06.2017,19.06.2017,Строительство,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",2.902696,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_intraday_on_release_day,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2017-06-14,17:33,2017-06-19,2017-06-19,0.0,,,no_intraday_on_release_day,3.12.9,2026-03-29T18:04:43.237293+03:00,,120,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,Мебе-девелопмент,мебе девелопмент,2017-06-14,,2017-06-19,2017-06-19,17:33,,,50.01,Оформление,Покупка,Рыночная,Круговая,0,,,,,,,,,,,,,,,,,,,,,,-0.0760294649513034,-0.0451617691757885,-0.0612752282035896,-0.1019919847427563,,,,mean_adjusted,0.0,,,,,,,7.027570249894167,0.2625440421107199,7.1897537164925,,,,,,,,,,,,,,,,,,,,-5,-0.1180550669313547,-0.0834373459534583,-0.1286182441506641,0.0420256019800512,-0.0109286837147437,-0.0367715829888675,-0.0610518825303545,,,,mean_adjusted,0.0,,,,,,,7.4753875480925,0.273246513182252,0.0420256019800512,-0.0109286837147437,-0.0367715829888675,-0.0610518825303545,,,,mean_adjusted,0.0,,,,,,,7.4753875480925,0.273246513182252,Рыночная
Сбер (Сбербанк),SBER,DocDoc,16.03.2017,00:00,29.05.2017,,Завершена,"29,10","79,60%",Поглощение,Рыночная,Круговая,Внутренняя,5.2017,,,26.05.2017,26.05.2017,Телекоммуникации,Россия,Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",2.842334,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_intraday_on_release_day,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2017-03-16,00:00,2017-05-26,2017-05-26,0.0,,,no_intraday_on_release_day,3.12.9,2026-03-29T18:04:43.239227+03:00,2017-05-29,121,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,DocDoc,docdoc,2017-03-16,2017-05-29,2017-05-26,2017-05-26,00:00,,29.1,79.6,Завершена,Поглощение,Рыночная,Круговая,0,,,,,,,,,,,,,,,,,,,,,,0.0236967855980373,0.0347121488532171,0.0205232568465094,0.0231183747061727,,,,mean_adjusted,0.0,,,,,,,7.594845055329585,0.2401464870082607,7.385217912202501,-0.0142966179976502,-0.0820381195841684,-0.0857173589744869,-0.1080779294348452,,,,mean_adjusted,0.0,actualization_daily,2017-05-29,,,,,,,7.1300797160250005,0.247104223302837,-71,0.0341622629064745,-0.1045474303947064,-0.1043975736657115,-0.0142966179976502,-0.0820381195841684,-0.0857173589744869,-0.1080779294348452,,,,mean_adjusted,0.0,,,,,,,7.1300797160250005,0.247104223302837,-0.0104654773084371,-0.073483904008385,-0.0559555696937972,-0.1214332274286089,,,,mean_adjusted,0.0,,,,,,,7.109721200206251,0.2438198772531586,Рыночная
МТС-банк (Московский банк реконструкции и развития),MBNK,Кагальницкий молокозавод,16.10.2015,,07.04.2017,16:22,Завершена,"13,07","100,00%",Полное приобретение,Рыночная,Горизонтальная,Внутренняя,3.2017,2.2017,3.2017,11.04.2017,16.10.2015,Пищевая промышленность,Россия (ЮФО),Финансы / Инвестиции / Страхование / Консалтинг,"Россия (СЗФО, ЦФО, ЮФО, УФО, СФО, ПФО)",,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,MBNK,МТС-Банк,TQBR,459a1a0a-0253-465a-bd4e-afaaf5e670b0,TCS00A0JRH43,0,2015-10-16,,2017-04-11,2015-10-16,0.0,,,no_trade_days_near_release,3.12.9,2026-03-29T18:04:43.241263+03:00,2017-04-07,122,МТС-банк (Московский банк реконструкции и развития),мтс банк московский банк реконструкции и развития,MBNK,MBNK,Кагальницкий молокозавод,кагальницкий молокозавод,2015-10-16,2017-04-07,2017-04-11,2015-10-16,,16:22,13.07,100.0,Завершена,Полное приобретение,Рыночная,Горизонтальная,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Рыночная
Сбер (Сбербанк),SBER,Sistema Venture Capital (Sistema VC),03.02.2017,,03.02.2017,06:43,Завершена,"16,86","10,00%",Участие,Рыночная,Параллельная,Внутренняя,2.2017,,,03.02.2017,03.02.2017,Финансы / Инвестиции / Страхование / Консалтинг,Россия,Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",2.833901,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2017-02-03,,2017-02-03,2017-02-03,0.0,2017-02-03,2017-02-03T10:00:00+03:00,time_missing_same_day_open,3.12.9,2026-03-29T18:04:43.241964+03:00,2017-02-03,123,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,Sistema Venture Capital (Sistema VC),sistema venture capital sistema vc,2017-02-03,2017-02-03,2017-02-03,2017-02-03,,06:43,16.86,10.0,Завершена,Участие,Рыночная,Параллельная,0,,,,,,,,,,,,,,,,,,,,,,-0.0058914880659209,-0.0193799709010724,-0.0475749104814628,-0.002835110540076,,,,mean_adjusted,0.0,,,,,,,8.403226145421248,0.2575114797506353,8.121809671874999,-0.0058914880659209,-0.0193799709010724,-0.0475749104814628,-0.002835110540076,,,,mean_adjusted,0.0,announcement_daily,2017-02-03,,,,,,,8.403226145421248,0.2575114797506353,0,0.0,0.054236875047385,0.0200655814721876,-0.0058914880659209,-0.0193799709010724,-0.0475749104814628,-0.002835110540076,,,,mean_adjusted,0.0,,,,,,,8.403226145421248,0.2575114797506353,-0.0058914880659209,-0.0193799709010724,-0.0475749104814628,-0.002835110540076,,,,mean_adjusted,0.0,,,,,,,8.403226145421248,0.2575114797506353,Рыночная
ПАО Совкомбанк,SVCB,Гаранти банк – Москва,10.10.2016,,10.10.2016,10:40,Оформление,"40,46","100,00%",Полное приобретение,Рыночная,Горизонтальная,Внутренняя,12.2016,,10.2016,10.10.2016,10.10.2016,Финансы / Инвестиции / Страхование / Консалтинг,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,SVCB,Совкомбанк,TQBR,1fbecbbc-ef32-448c-b4fe-b0037795ba01,TCS00A0ZZAC4,0,2016-10-10,,2016-10-10,2016-10-10,0.0,,,no_trade_days_near_release,3.12.9,2026-03-29T18:04:43.245411+03:00,2016-10-10,124,ПАО Совкомбанк,пао совкомбанк,SVCB,SVCB,Гаранти банк – Москва,гаранти банк москва,2016-10-10,2016-10-10,2016-10-10,2016-10-10,,10:40,40.46,100.0,Оформление,Полное приобретение,Рыночная,Горизонтальная,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Рыночная
ПАО Совкомбанк,SVCB,КБ Пойдём!,29.04.2016,,24.11.2016,,Завершена,"5,91","100,00%",Полное приобретение,Квазиприватизационная,Горизонтальная,Внутренняя,12.2016,,11.2016,21.01.2017,29.04.2016,Финансы / Инвестиции / Страхование / Консалтинг,Россия,Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,SVCB,Совкомбанк,TQBR,1fbecbbc-ef32-448c-b4fe-b0037795ba01,TCS00A0ZZAC4,0,2016-04-29,,2017-01-21,2016-04-29,0.0,,,no_trade_days_near_release,3.12.9,2026-03-29T18:04:43.248288+03:00,2016-11-24,125,ПАО Совкомбанк,пао совкомбанк,SVCB,SVCB,КБ Пойдём!,кб пойдем,2016-04-29,2016-11-24,2017-01-21,2016-04-29,,,5.91,100.0,Завершена,Полное приобретение,Квазиприватизационная,Горизонтальная,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Квазиприватизационная
Т-банк (Тинькофф),T,Мобильное приложение В кармане,28.08.2015,17:16,28.12.2016,,Завершена,"1,00","100,00%",Полное приобретение,Рыночная,Вертикальная,Внутренняя,12.2016,,,28.12.2016,28.12.2016,Телекоммуникации,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,T,Т-Технологии,TQBR,87db07bc-0e02-4e29-90bb-05e8ef791d7b,TCS80A107UL4,0,2015-08-28,17:16,2016-12-28,2016-12-28,0.0,,,no_trade_days_near_release,3.12.9,2026-03-29T18:04:43.249831+03:00,2016-12-28,126,Т-банк (Тинькофф),т банк тинькофф,T,T,Мобильное приложение В кармане,мобильное приложение в кармане,2015-08-28,2016-12-28,2016-12-28,2016-12-28,17:16,,1.0,100.0,Завершена,Полное приобретение,Рыночная,Вертикальная,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Рыночная
ПАО Совкомбанк,SVCB,РТС-тендер,10.10.2016,,19.10.2016,,Оформление,,"100,00%",Полное приобретение,Рыночная,Параллельная,Внутренняя,,,10.2016,11.10.2016,10.10.2016,Финансы / Инвестиции / Страхование / Консалтинг,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,SVCB,Совкомбанк,TQBR,1fbecbbc-ef32-448c-b4fe-b0037795ba01,TCS00A0ZZAC4,0,2016-10-10,,2016-10-11,2016-10-10,0.0,,,no_trade_days_near_release,3.12.9,2026-03-29T18:04:43.252312+03:00,2016-10-19,127,ПАО Совкомбанк,пао совкомбанк,SVCB,SVCB,РТС-тендер,ртс тендер,2016-10-10,2016-10-19,2016-10-11,2016-10-10,,,,100.0,Оформление,Полное приобретение,Рыночная,Параллельная,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Рыночная
